"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Barbados","BRB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.4140014648438","50.9519996643066","50.4059982299805","51.9650001525879","54.7599983215332","57.1440010070801","57.826000213623","59.367000579834","60.632999420166","62.2729988098145","62.6990013122559","61.4220008850098","61.632999420166","63.0120010375977","63.2439994812012","61.9449996948242","62.7760009765625","62.1290016174316","60.2509994506836","59.4799995422363","60.0270004272461","58.5190010070801","59.0050010681152","56.1059989929199","57.6920013427734","60.0410003662109","58.8209991455078","58.2809982299805","57.0610008239746","53.1800003051758","53.5149993896484",
"Brunei Darussalam","BRN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.4879989624023","62.6119995117188","62.8660011291504","62.9599990844727","63.0830001831055","63.273998260498","63.5289993286133","63.6599998474121","63.7190017700195","63.8709983825684","64.0189971923828","63.7690010070801","63.5769996643066","63.4249992370605","63.2099990844727","62.8740005493164","62.7799987792969","62.6230010986328","62.4000015258789","62.0480003356934","61.7910003662109","61.25","60.7099990844727","60.0849990844727","58.992000579834","58.0429992675781","56.8839988708496","59.701000213623","59.9529991149902","58.8969993591309","58.7000007629395",
"Bhutan","BTN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.5699996948242","69.3679962158203","69.2160034179688","69.0169982910156","68.8249969482422","68.8209991455078","68.8300018310547","68.8499984741211","68.8830032348633","68.7929992675781","68.6340026855469","68.7060012817383","68.8359985351563","68.4000015258789","67.9980010986328","67.8679962158203","67.3560028076172","67.2710037231445","66.9400024414063","65.8870010375977","65.2129974365234","63.0410003662109","63.4259986877441","60.9630012512207","61.5929985046387","61.4129981994629","61.2820014953613","61.1199989318848","60.8969993591309","57.3160018920898","57.5340003967285",
"Botswana","BWA","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.8479995727539","49.2719993591309","47.7140007019043","46.1580009460449","45.9169998168945","45.6660003662109","45.7649993896484","45.7820014953613","47.101001739502","48.3190002441406","46.9830017089844","45.673999786377","44.3079986572266","45.6360015869141","47.0019989013672","48.3860015869141","49.6549987792969","50.9210014343262","52.1339988708496","48.5690002441406","48.3419990539551","48.1269989013672","47.9599990844727","47.7089996337891","47.4620018005371","47.2859992980957","47.0620002746582","46.8559989929199","46.6269989013672","45.5830001831055","45.5359992980957",
"Central African Republic","CAF","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.6279983520508","67.5719985961914","67.5339965820313","67.5100021362305","67.4940032958984","67.4720001220703","67.4560012817383","67.4850006103516","67.4929962158203","67.5169982910156","67.4879989624023","67.4300003051758","67.4250030517578","67.4929962158203","67.5039978027344","67.5739974975586","67.6500015258789","67.7770004272461","67.7789993286133","67.6460037231445","67.7630004882813","67.8779983520508","67.947998046875","67.9729995727539","67.9400024414063","67.8529968261719","67.7880020141602","67.7419967651367","67.6480026245117","66.3889999389648","66.5579986572266",
"Canada","CAN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.7089996337891","58.3419990539551","57.9039993286133","58.382999420166","58.6689987182617","58.4490013122559","58.9669990539551","59.7369995117188","60.5629997253418","61.2690010070801","61.1510009765625","61.7389984130859","62.4459991455078","62.6370010375977","62.601001739502","62.7840003967285","63.367000579834","63.4119987487793","61.4949989318848","61.5169982910156","61.7000007629395","61.6520004272461","61.7610015869141","61.4300003051758","61.2900009155273","61.1100006103516","61.5909996032715","61.5970001220703","61.9910011291504","57.9640007019043","60.3160018920898",
"Central Europe and the Baltics","CEB","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.2435780714115","55.6804193072781","54.1261926809314","53.4518221822559","53.0498891196734","52.5705164706925","53.0330628462196","52.7915948224384","51.688063616637","50.3568625444745","49.6560111333368","48.0282095240914","47.8254838492538","47.6932994028382","47.9788850891708","49.0763545317258","50.3759283187983","51.2442524194034","50.3594178133026","49.79371722363","49.7144854069892","49.9863261995547","50.0928941411938","51.103190341838","51.807960470103","52.514037945622","53.7621230781593","54.3890130945476","54.762478320271","54.210539288539","54.2250656887492",
"Switzerland","CHE","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.2119979858398","66.3710021972656","65.681999206543","64.7369995117188","64.8170013427734","65.1399993896484","64.5879974365234","65.5419998168945","65.7220001220703","65.5709991455078","66.1119995117188","65.7429962158203","65.0550003051758","64.3639984130859","64.0059967041016","64.6559982299805","65.1620025634766","65.9059982299805","65.4290008544922","63.7840003967285","64.4820022583008","64.495002746582","64.3320007324219","64.629997253418","64.8789978027344","65.1959991455078","65.1549987792969","65.254997253418","65.2350006103516","64.5989990234375","63.5719985961914",
"Channel Islands","CHI","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.2830009460449","53.9449996948242","53.2360000610352","53.0830001831055","53.4150009155273","53.5940017700195","53.7610015869141","54.1590003967285","54.5060005187988","54.8120002746582","55.7859992980957","55.9500007629395","56.064998626709","55.7910003662109","55.7859992980957","55.7430000305176","55.8479995727539","56.2789993286133","55.6559982299805","55.056999206543","54.8419990539551","54.4360008239746","54.1349983215332","54.3240013122559","54.6699981689453","55.076000213623","55.5330009460449","55.9720001220703","56.1370010375977","54.8470001220703","54.9420013427734",
"Chile","CHL","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.435001373291","51.9029998779297","52.3569984436035","51.9669990539551","53.3969993591309","52.4339981079102","52.5769996643066","52.6020011901855","50.3279991149902","50.0449981689453","49.2939987182617","48.9659996032715","49.6539993286133","49.7709999084473","50.5340003967285","51.7490005493164","52.5149993896484","53.1110000610352","51.7509994506836","53.7120018005371","55.5499992370605","55.7150001525879","56.0209999084473","55.976001739502","55.9539985656738","55.6020011901855","55.7220001220703","55.5139999389648","55.2369995117188","49.117000579834","49.6479988098145",
"China","CHN","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","SL.EMP.TOTL.SP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.0719985961914","76.8489990234375","76.3730010986328","75.9820022583008","75.677001953125","75.3550033569336","75.0390014648438","74.8000030517578","74.5589981079102","74.3160018920898","73.375","72.5070037841797","71.7099990844727","71.2300033569336","70.6520004272461","70.1539993286133","69.6399993896484","68.8860015869141","68.2050018310547","67.7460021972656","67.8359985351563","67.5839996337891","67.3399963378906","67.2119979858398","67.0739974975586","66.9150009155273","66.6529998779297","66.4300003051758","66.0149993896484","64.8369979858398","64.7789993286133",
